-0.003802886	-3.9437866e-005
-0.0037822307	-3.9340212e-005
-0.0037416911	-3.9239501e-005
-0.0037056899	-3.9147948e-005
-0.003680309	-3.9053346e-005
-0.0036410461	-3.8952636e-005
-0.0036021662	-3.8851929e-005
-0.0035729122	-3.8754271e-005
-0.0035371326	-3.8653565e-005
-0.0034998499	-3.8571168e-005
-0.0034756516	-3.8458253e-005
-0.0034411883	-3.8366699e-005
-0.003410927	-3.8275146e-005
-0.0033754073	-3.8171387e-005
-0.0033466422	-3.8073729e-005
-0.0033122217	-3.7979127e-005
-0.0032765353	-3.7881469e-005
-0.0032447458	-3.7789916e-005
-0.0032080458	-3.7686157e-005
-0.0031760121	-3.7594604e-005
-0.0031397091	-3.7500002e-005
-0.0031101727	-3.7393187e-005
-0.0030791389	-3.7295533e-005
-0.0030465352	-3.7200927e-005
-0.0030149817	-3.7100221e-005
-0.0029800057	-3.7005615e-005
-0.0029441535	-3.6917114e-005
-0.0029105353	-3.6813355e-005
-0.0028756415	-3.6715697e-005
-0.0028403758	-3.6614991e-005
-0.0028046118	-3.6529542e-005
-0.0027690481	-3.6422731e-005
-0.0027348064	-3.6322021e-005
-0.0027002883	-3.6230467e-005
-0.0026674103	-3.6126708e-005
-0.0026296745	-3.6038207e-005
-0.002594434	-3.5937501e-005
-0.0025578665	-3.5839843e-005
-0.0025236928	-3.5745241e-005
-0.0024926185	-3.5644531e-005
-0.0024632381	-3.5543824e-005
-0.0024290788	-3.5449219e-005
-0.0023985135	-3.5351564e-005
-0.0023676681	-3.5253906e-005
-0.0023377477	-3.5162353e-005
-0.0023099685	-3.5058594e-005
-0.0022808814	-3.4967041e-005
-0.0022538374	-3.4863282e-005
-0.0022283827	-3.4777833e-005
-0.0022046696	-3.466797e-005
-0.0021728622	-3.4579469e-005
-0.0021532357	-3.4475706e-005
-0.0021315252	-3.4381104e-005
-0.0021083402	-3.4283446e-005
-0.0020837639	-3.418274e-005
-0.0020674716	-3.4088134e-005
-0.0020461082	-3.3993529e-005
-0.0020286308	-3.3898927e-005
-0.0020107829	-3.3795164e-005
-0.0019925809	-3.3703614e-005
-0.0019762921	-3.3599852e-005
-0.0019564438	-3.350525e-005
-0.0019400357	-3.340454e-005
-0.0019270622	-3.3303833e-005
-0.0019130015	-3.3206175e-005
-0.0018964922	-3.3111573e-005
-0.0018821059	-3.3010863e-005
-0.0018678724	-3.291931e-005
